year	title
2001	The Business of Strangers
2001	 Captain Corelli's Mandolin
2001	The Cat's Meow
2001	Cats & Dogs
2001	The Caveman's Valentine
2001	The Center of the World
2001	Corky Romano
2001	CQ
2001	Crazy/Beautiful
2001	Crocodile Dundee in Los Angeles
2001	The Curse of the Jade Scorpion
2001	 The Deep End
2001	Delivering Milo
2001	Den
2001	Dogtown and Z-Boys
2001	Domestic Disturbance
2001	Don't Say a Word
2001	Donnie Darko
2001	Double Take
2001	Down to Earth
2001	Dr. Dolittle 2
2001	Driven
2001	Dumb Luck
2001	 Earth vs. the Spider
2001	Elvira's Haunted Hills
2001	Enemy at the Gates
2001	Escape from Hell
2001	Evolution
2001	Exit Wounds
2001	 The Fast and the Furious
2001	Festival in Cannes
2001	Final Fantasy: The Spirits Within
2001	Finder's Fee
2001	The Fluffer
2001	The Forsaken
2001	Frailty
2001	Freddy Got Fingered
2001	From Hell
2001	Full Frontal
2001	 Get Over It
2001	Ghost World
2001	Ghosts of Mars
2001	The Glass House
2001	Glitter
2001	God Didn't Give Me a Week's Notice
2001	Good Neighbor
2001	Gosford Park
2001	The Grey Zone
2001	 Hannibal
2001	Hardball
2001	Harry Potter and the Sorcerer's Stone
2001	Harvard Man
2001	Head Over Heels
2001	Heartbreakers
2001	Hearts in Atlantis
2001	Hedwig and the Angry Inch
2001	Heist
2001	Herman U.S.A.
2001	How High
2001	How to Make a Monster
2001	Human Nature
2001	 I Am Sam
2001	In the Bedroom
2001	 Jay and Silent Bob Strike Back
2001	Jeepers Creepers
2001	Jimmy Neutron: Boy Genius
2001	The Jimmy Show
2001	Joe Dirt
2001	Joe Somebody
2001	Josie and the Pussycats
2001	Joy Ride
2001	Jurassic Park III
2001	Just Visiting
2001	 K-PAX
2001	Kate & Leopold
2001	Kill Me Later
2001	Kingdom Come
2001	Kiss of the Dragon
2001	Kissing Jessica Stein
2001	A Knight's Tale
2001	Knockaround Guys
2001	 L.I.E.
2001	Lara Croft: Tomb Raider
2001	The Last Castle
2001	Laughter on the 23rd Floor
2001	Legally Blonde
2001	Life as a House
2001	Lloyd
2001	The Lord of the Rings: The Fellowship of the Ring
2001	The Lost Skeleton of Cadavra
2001	Lovely & Amazing
2001	 The Majestic
2001	The Man Who Wasn't There
2001	Max Keeble's Big Move
2001	Megiddo: The Omega Code 2
2001	The Mexican
2001	Mockingbird Don't Sing
2001	Monkeybone
2001	Monsoon Wedding
2001	Monster's Ball
2001	Monsters, Inc.
2001	A Month of Sundays
2001	Moulin Rouge!
2001	Mulholland Drive
2001	The Mummy Returns
2001	Murder on a Sunday Morning
2001	The Musketeer
2001	My Big Break
2001	My Big Fat Greek Wedding
2001	My First Mister
2001	 Not Another Teen Movie
2001	Novocaine
2001	 O
2001	Ocean's Eleven
2001	On the Line
2001	The One
2001	One Night at McCool's
2001	Original Sin
2001	Osmosis Jones
2001	The Others
2001	Out Cold
2001	Out of the Black
2001	 The Pact
2001	Pearl Harbor
2001	Perfume
2001	Piñero
2001	Planet of the Apes
2001	The Pledge
2001	Pootie Tang
2001	The Princess Diaries
2001	 Rat Race
2001	Recess: School's Out
2001	Revolution OS
2001	Riding in Cars with Boys
2001	Rock Star
2001	The Royal Tenenbaums
2001	Rush Hour 2
2001	 The Safety of Objects
2001	Save the Last Dance
2001	Saving Silverman
2001	Say It Isn't So
2001	Scary Movie 2
2001	The Score
2001	Scotland, Pennsylvania
2001	Scratch
2001	See Spot Run
2001	Serendipity
2001	Session 9
2001	Shallow Hal
2001	She Creature
2001	The Shipping News
2001	Shrek
2001	The Shrink Is In
2001	Sidewalks of New York
2001	Someone Like You
2001	Soul Survivors
2001	Southern Comfort
2001	Southlander
2001	Spy Game
2001	Spy Kids
2001	Storytelling
2001	Sugar & Spice
2001	Summer Catch
2001	Super Troopers
2001	Sweet November
2001	Swordfish
2001	 The Tailor of Panama
2001	Tape
2001	Thirteen Conversations About One Thing
2001	Thirteen Ghosts
2001	To End All Wars
2001	Tomcats
2001	Tortilla Soup
2001	Town & Country
2001	Training Day
2001	Two Can Play That Game
2001	 Uprising
2001	Valentine
2001	Vanilla Sky
2001	 Waking Life
2001	The Wash
2001	The Wedding Planner
2001	West 47th Street
2001	Wet Hot American Summer
2001	What's the Worst That Could Happen?
2001	When Strangers Appear
2001	 The Zeros
2001	Zoolander
2002	 13 Moons
2002	25th Hour
2002	40 Days and 40 Nights
2002	8 Mile
2002	 Abandon
2002	About a Boy
2002	About Schmidt
2002	Adaptation.
2002	The Adventures of Pluto Nash
2002	All About the Benjamins
2002	Analyze That
2002	Antwone Fisher
2002	Austin Powers in Goldmember
2002	Auto Focus
2002	Avenging Angelo
2002	Back by Midnight
2002	 Bad Company
2002	Ballistic: Ecks vs. Sever
2002	The Banger Sisters
2002	Barbershop
2002	Below
2002	Better Luck Tomorrow
2002	Big Fat Liar
2002	Big Trouble
2002	Biggie & Tupac
2002	Birthday Girl
2002	Blade II
2002	Blood Work
2002	Blue Crush
2002	Book of Love
2002	The Bourne Identity
2002	Bowling for Columbine
2002	Brown Sugar
2002	Bubba Ho-tep
2002	The Burial Society
2002	Buying the Cow
2002	 Cabin Fever
2002	Carrie
2002	Catch Me If You Can
2002	Chance
2002	Changing Lanes
2002	Chat Room
2002	Chelsea Walls
2002	Chicago
2002	Ciao America
2002	City by the Sea
2002	City of Ghosts
2002	Civil Brand
2002	Clockstoppers
2002	The Cockettes
2002	Collateral Damage
2002	The Crocodile Hunter: Collision Course
2002	Comedian
2002	Confessions of a Dangerous Mind
2002	The Count of Monte Cristo
2002	The Country Bears
2002	Crazy as Hell
2002	Crossroads
2002	Cypher
2002	 The Dancer Upstairs
2002	The Dangerous Lives of Altar Boys
2002	Dark Blue
2002	Darkness
2002	Daughter from Da Nang
2002	Death to Smoochy
2002	Demon Island
2002	Deuces Wild
2002	Divine Secrets of the Ya-Ya Sisterhood
2002	Dragonfly
2002	Drumline
2002	 Easy Listening
2002	Eight Crazy Nights
2002	Eight Legged Freaks
2002	The Emperor's Club
2002	Empire
2002	Enough
2002	Equilibrium
2002	Evelyn
2002	 Far from Heaven
2002	FeardotCom
2002	The First $20 Million Is Always the Hardest
2002	Frida
2002	Friday After Next
2002	The Four Feathers
2002	Full Frontal
2002	 Gangs of New York
2002	Ghost Ship
2002	The Good Girl
2002	Groom Lake
2002	The Guru
2002	The Guys
2002	 Half Past Dead
2002	Halloween: Resurrection
2002	Harry Potter and the Chamber of Secrets
2002	Hart's War
2002	Hey Arnold!: The Movie
2002	High Crimes
2002	Highway
2002	Hollywood Ending
2002	Home Room
2002	The Hot Chick
2002	The Hours
2002	 I Spy
2002	Ice Age
2002	Igby Goes Down
2002	Impostor
2002	Interstate 60
2002	Insomnia
2002	 Jackass: The Movie
2002	Jason X
2002	John Q
2002	Jonah: A VeggieTales Movie
2002	Juwanna Mann
2002	 K-19: The Widowmaker
2002	K-9: P.I.
2002	The Kid Stays in the Picture
2002	Killing Me Softly
2002	Kiss the Bride
2002	Kung Pow! Enter the Fist
2002	 The Laramie Project
2002	Last Call
2002	Laurel Canyon
2002	Life or Something Like It
2002	Like Mike
2002	Lilo & Stitch
2002	The Lord of the Rings: The Two Towers
2002	 Maid in Manhattan
2002	The Man from Elysian Fields
2002	The Master of Disguise
2002	Men in Black II
2002	Minority Report
2002	Moonlight Mile
2002	The Mothman Prophecies
2002	Mr. Deeds
2002	Murder by Numbers
2002	My Big Fat Greek Wedding
2002	 Narc
2002	National Lampoon's Van Wilder
2002	New Best Friend
2002	The New Guy
2002	Nicholas Nickleby
2002	Night at the Golden Eagle
2002	 On Line
2002	One Hour Photo
2002	Orange County
2002	 Paid in Full
2002	Panic Room
2002	Path to War
2002	Personal Velocity: Three Portraits
2002	Pinocchio
2002	Poolhall Junkies
2002	Possession
2002	The Powerpuff Girls Movie
2002	Prisoner of Paradise
2002	Pumpkin
2002	Punch-Drunk Love
2002	 Queen of the Damned
2002	The Quiet American
2002	 R.S.V.P.
2002	Real Women Have Curves
2002	Red Dragon
2002	Reign of Fire
2002	Return to Never Land
2002	The Ring
2002	Ripley's Game
2002	Road to Perdition
2002	Roger Dodger
2002	Rollerball
2002	The Rookie
2002	The Rules of Attraction
2002	 S1m0ne
2002	The Salton Sea
2002	The Santa Clause 2
2002	Scooby-Doo
2002	The Scorpion King
2002	The Secret Lives of Dentists
2002	Secretary
2002	Serving Sara
2002	Showboy
2002	Showtime
2002	The Singles Ward
2002	Signs
2002	Slackers
2002	Snow Dogs
2002	Solaris
2002	Sorority Boys
2002	Spellbound
2002	Spider-Man
2002	Spirit: Stallion of the Cimarron
2002	Spun
2002	Spy Kids 2: The Island of Lost Dreams
2002	Star Wars Episode II: Attack of the Clones
2002	Star Trek Nemesis
2002	State Property
2002	Stealing Harvard
2002	Stevie
2002	Stolen Summer
2002	Stuart Little 2
2002	The Sum of All Fears
2002	Sunshine State
2002	The Sweetest Thing
2002	Sweet Home Alabama
2002	Swept Away
2002	Swimfan
2002	 Tadpole
2002	They
2002	Time Changer
2002	The Time Machine
2002	Timequest
2002	The Transporter
2002	Trapped
2002	Treasure Planet
2002	The Trials of Henry Kissinger
2002	The Truth About Charlie
2002	Tuck Everlasting
2002	The Tuxedo
2002	Two Weeks Notice
2002	 Undercover Brother
2002	Undisputed
2002	Unfaithful
2002	 Waking Up in Reno
2002	A Walk to Remember
2002	We Were Soldiers
2002	Welcome to Collinwood
2002	White Oleander
2002	The Wild Thornberrys Movie
2002	Windtalkers
2002	 xXx
2002	 Zig Zag
2003	 11:14
2003	101 Dalmatians II: Patch's London Adventure
2003	2 Fast 2 Furious
2003	21 Grams
2003	44 Minutes: The North Hollywood Shoot-Out
2003	 Abby Singer
2003	Afro-Punk
2003	Agent Cody Banks
2003	Aileen: Life and Death of a Serial Killer
2003	Alex & Emma
2003	Alien Hunter
2003	All the Real Girls
2003	Amandla!: A Revolution in Four-Part Harmony
2003	American Splendor
2003	American Wedding
2003	Anger Management
2003	Anne B. Real
2003	Anything Else
2003	 BAADASSSSS!
2003	Bad Boys II
2003	Bad Santa
2003	Basic
2003	The Battle of Shaker Heights
2003	Bells of Innocence
2003	The Best Two Years
2003	Beyond Borders
2003	Big Fish
2003	Biker Boyz
2003	Black Cadillac
2003	Blind Horizon
2003	Blizzard
2003	Boat Trip
2003	Bringing Down the House
2003	Bringing Rain
2003	Brother Bear
2003	The Brown Bunny
2003	Bruce Almighty
2003	Bulletproof Monk
2003	 Camp
2003	Carolina
2003	Casa de los Babys
2003	The Cat in the Hat
2003	Charlie's Angels: Full Throttle
2003	Chasing Papi
2003	Cheaper by the Dozen
2003	Christmas Child
2003	Coffee and Cigarettes
2003	Cold Creek Manor
2003	Cold Mountain
2003	Comandante
2003	The Company
2003	Confidence
2003	The Cooler
2003	The Core
2003	Cosmopolitan
2003	Cradle 2 the Grave
2003	Crime Spree
2003	 Daddy Day Care
2003	Daredevil
2003	Dark Blue
2003	Darkness Falls
2003	Deliver Us from Eva
2003	Devil's Pond
2003	Dickie Roberts: Former Child Star
2003	Le Divorce
2003	Down with Love
2003	Dreamcatcher
2003	Dumb and Dumberer: When Harry Met Lloyd
2003	Duplex
2003	Dysfunktional Family
2003	 Elephant
2003	Elf
2003	Evil Alien Conquerors
2003	 Faster
2003	Festival Express
2003	The Fighting Temptations
2003	Final Destination 2
2003	Finding Nemo
2003	Flywheel
2003	The Fog of War
2003	Freaky Friday
2003	Freddy vs. Jason
2003	From Justin to Kelly
2003	 Gang of Roses
2003	Gigli
2003	Gods and Generals
2003	Good Boy!
2003	Gothika
2003	Grand Theft Parsons
2003	Grind
2003	A Guy Thing
2003	 The Haunted Mansion
2003	Head of State
2003	Hey DJ
2003	Holes
2003	Hollywood Homicide
2003	Honey
2003	Hope Springs
2003	House of 1000 Corpses
2003	House of Sand and Fog
2003	House of the Dead
2003	How to Deal
2003	How to Lose a Guy in 10 Days
2003	Hulk
2003	The Human Stain
2003	The Hunted
2003	 I Am David
2003	Identity
2003	Imagining Argentina
2003	In the Cut
2003	The In-Laws
2003	Indigo
2003	Intolerable Cruelty
2003	It Runs in the Family
2003	The Italian Job
2003	 Jeepers Creepers II
2003	The Jungle Book 2
2003	Just Married
2003	 Kangaroo Jack
2003	Kill Bill Volume 1
2003	 Lara Croft Tomb Raider: The Cradle of Life
2003	The Last Samurai
2003	The League of Extraordinary Gentlemen
2003	Legally Blonde 2: Red, White & Blonde
2003	The Life of David Gale
2003	The Lizzie McGuire Movie
2003	Looney Tunes: Back in Action
2003	The Lord of the Rings: The Return of the King
2003	Lost in Translation
2003	Love Don't Cost a Thing
2003	 Malibu's Most Wanted
2003	A Man Apart
2003	Manhood
2003	Marci X
2003	Masked and Anonymous
2003	Master and Commander: The Far Side of the World
2003	Matchstick Men
2003	The Matrix Reloaded
2003	The Matrix Revolutions
2003	May
2003	The Medallion
2003	A Mighty Wind
2003	Milwaukee, Minnesota
2003	The Missing
2003	Mona Lisa Smile
2003	Monster
2003	Monster Man
2003	My Boss's Daughter
2003	My Flesh and Blood
2003	Mystic River
2003	 National Lampoon Presents Dorm Daze
2003	National Lampoon's Gold Diggers
2003	National Security
2003	The Night We Called it a Day
2003	 Old School
2003	Once Upon a Time in Mexico
2003	Open Range
2003	Open Water
2003	The Order
2003	Out of Time
2003	 Party Monster
2003	Paper Soldiers
2003	Pauly Shore Is Dead
2003	Paycheck
2003	Peter Pan
2003	Phone Booth
2003	Pieces of April
2003	Piglet's Big Movie
2003	Pirates of the Caribbean: The Curse of the Black Pearl
2003	Poolhall Junkies
2003	Prey for Rock & Roll
2003	Puppet Master: The Legacy
2003	Quicksand
2003	 Radio
2003	The Real Cancun
2003	The Recruit
2003	The Room
2003	Rugrats Go Wild
2003	Runaway Jury
2003	The Rundown
2003	 S.W.A.T.
2003	Scary Movie 3
2003	School of Rock
2003	Seabiscuit
2003	Secondhand Lions
2003	Shanghai Knights
2003	Shattered Glass
2003	Sinbad: Legend of the Seven Seas
2003	The Singing Detective
2003	Sky Blue
2003	Something's Gotta Give
2003	Spy Kids 3-D: Game Over
2003	The Station Agent
2003	Stuck on You
2003	 Tarnationthe
2003	Tears of the Sun
2003	Terminator 3: Rise of the Machines
2003	Testosterone
2003	The Texas Chainsaw Massacre
2003	Thirteen
2003	This Girl's Life
2003	Timeline
2003	Tupac: Resurrection
2003	Two Days
2003	 Uncle Nino
2003	Under the Tuscan Sun
2003	Underworld
2003	Uptown Girls
2003	 V-Day: Until the Violence Stops
2003	Veronica Guerin
2003	View from the Top
2003	 What a Girl Wants
2003	When Eagles Strike
2003	Willard
2003	Wonderland
2003	Wrong Turn
2003	 X2: X-Men United
2003	 The Yes Men
2003	The Young Black Stallion
2003	 Zero Day
2004	 13 Going on 30
2004	50 First Dates
2004	 After the Sunset
2004	Against the Ropes
2004	Agent Cody Banks 2: Destination London
2004	The Alamo
2004	Alexander
2004	Alfie
2004	Alien vs. Predator
2004	Along Came Polly
2004	America's Heart and Soul
2004	Anacondas: The Hunt for the Blood Orchid
2004	Anchorman: The Legend of Ron Burgundy
2004	Around the Bend
2004	Around the World in 80 Days
2004	The Assassination of Richard Nixon
2004	The Aviator
2004	 Barbershop 2: Back in Business
2004	Before Sunset
2004	Being Julia
2004	Benji: Off the Leash!
2004	The Best Thief in the World
2004	Beyond the Sea
2004	The Big Bounce
2004	Birth
2004	Blade: Trinity
2004	Black Cloud
2004	The Blue Butterfly
2004	Bobby Jones: Stroke of Genius
2004	Book of Love
2004	Born into Brothels
2004	The Bourne Supremacy
2004	Breakin' All the Rules
2004	Bridget Jones: The Edge of Reason
2004	Brother to Brother
2004	The Butterfly Effect
2004	 Catch That Kid
2004	Catwoman
2004	Cellular
2004	Celsius 41.11
2004	Chasing Liberty
2004	Christmas with the Kranks
2004	The Chronicles of Riddick
2004	A Cinderella Story
2004	The Clearing
2004	Clifford's Really Big Movie
2004	Closer
2004	Cloud Cuckoo Land
2004	Club Dread
2004	Collateral
2004	Communication Breakdown
2004	Confessions of a Teenage Drama Queen
2004	Connie and Carla
2004	Control Room
2004	The Cookout
2004	Crash
2004	Criminal
2004	 D.E.B.S.
2004	Dawn of the Dead
2004	The Day After Tomorrow
2004	A Day Without a Mexican
2004	De-Lovely
2004	Dead & Breakfast
2004	Dead Birds
2004	Dig!
2004	Dirty Dancing: Havana Nights
2004	A Dirty Shame
2004	DodgeBall: A True Underdog Story
2004	The Door in the Floor
2004	Drum
2004	 Ella Enchanted
2004	Envy
2004	Eternal Sunshine of the Spotless Mind
2004	Exorcist: The Beginning
2004	EuroTrip
2004	 Fade to Black
2004	Fahrenheit 9/11
2004	Fat Albert
2004	Finding Neverland
2004	The Final Cut
2004	First Daughter
2004	Flight of the Phoenix
2004	The Forgotten
2004	Forty Shades of Blue
2004	Friday Night Lights
2004	 Gamebox 1.0
2004	Garden State
2004	Garfield: The Movie
2004	The Girl Next Door
2004	Godsend
2004	Godzilla: Final Wars
2004	The Grudge
2004	 Hair Show
2004	Harold & Kumar Go to White Castle
2004	Harry Potter and the Prisoner of Azkaban
2004	Heights
2004	Hellboy
2004	Her Summer
2004	Hidalgo
2004	Highwaymen
2004	A Home at the End of the World
2004	Home on the Range
2004	Hotel Rwanda
2004	The Hunting of the President
2004	 I Heart Huckabees
2004	I, Robot
2004	Imaginary Heroes
2004	The Incredibles
2004	In Good Company
2004	 Jailbait
2004	Jandek on Corwood
2004	Jersey Girl
2004	Johnson Family Vacation
2004	 Keane
2004	Kill Bill Volume 2
2004	King Arthur
2004	Kinsey
2004	Knots
2004	 Ladder 49
2004	The Ladykillers
2004	The Land Has Eyes
2004	The Last Shot
2004	Lemony Snicket's A Series of Unfortunate Events
2004	The Life and Death of Peter Sellers
2004	The Life Aquatic with Steve Zissou
2004	Little Black Book
2004	A Love Song for Bobby Long
2004	 Man on Fire
2004	The Manchurian Candidate
2004	Maria Full of Grace
2004	Me and You and Everyone We Know
2004	Mean Creek
2004	Mean Girls
2004	Meet the Fockers
2004	The Merchant of Venice
2004	Melinda and Melinda
2004	Million Dollar Baby
2004	Mindbenders
2004	Mindhunters
2004	Miracle
2004	The Misbehavers
2004	Modigliani
2004	Mojados: Through the Night
2004	Mondovino
2004	The Motorcycle Diaries
2004	Mr. 3000
2004	My Baby's Daddy
2004	Mysterious Skin
2004	 Napoleon Dynamite
2004	National Treasure
2004	Never Die Alone
2004	New York Minute
2004	Noel
2004	The Notebook
2004	November
2004	Ocean's Twelve
2004	Otaku Unite!
2004	P.S.
2004	Palindromes
2004	Paparazzi
2004	The Passion of the Christ
2004	The Perfect Score
2004	The Phantom of the Opera
2004	The Polar Express
2004	Primer
2004	The Prince and Me
2004	The Princess Diaries 2: Royal Engagement
2004	Proud
2004	The Punisher
2004	 Raise Your Voice
2004	Raising Helen
2004	Ray
2004	Riding Giants
2004	Riding the Bullet
2004	Ripley's Game
2004	 Saved!
2004	Saw
2004	Scooby-Doo 2: Monsters Unleashed
2004	Secret Window
2004	Seed of Chucky
2004	Shall We Dance?
2004	Shark Tale
2004	She Hate Me
2004	Shrek 2
2004	Sideways
2004	Six: The Mark Unleashed
2004	Silver City
2004	Sky Captain and the World of Tomorrow
2004	Sleepover
2004	Some Kind of Monster
2004	Soul Plane
2004	Spanglish
2004	Spartan
2004	Speak
2004	Spider-Man 2
2004	The SpongeBob SquarePants Movie
2004	Stage Beauty
2004	Starsky & Hutch
2004	Stateside
2004	The Stepford Wives
2004	Straight-Jacket
2004	Super Size Me
2004	SuperBabies: Baby Geniuses 2
2004	Surviving Christmas
2004	Suspect Zero
2004	 Taking Lives
2004	Taxi
2004	Teacher's Pet
2004	Team America: World Police
2004	The Terminal
2004	Torque
2004	Troy
2004	Twisted
2004	Tying the Knot
2004	 Undertow
2004	University Heights
2004	 Van Helsing
2004	Vanity Fair
2004	A Very Long Engagement
2004	The Village
2004	Voces inocentes
2004	Voices of Iraq
2004	 Walking Tall
2004	Wake of Death
2004	Watermarks
2004	We Don't Live Here Anymore
2004	Welcome to Mooseport
2004	When Will I Be Loved
2004	White Chicks
2004	The Whole Ten Yards
2004	Wicker Park
2004	Win a Date with Tad Hamilton!
2004	With All Deliberate Speed
2004	Without a Paddle
2004	Woman Thou Art Loosed
2004	The Woodsman
2004	The Work and the Glory
2004	 The Year of the Yao
2004	You Got Served
2005	 The 40-Year-Old Virgin
2005	51 Birch Street
2005	 The Adventures of Sharkboy and Lavagirl in 3-D
2005	Æon Flux
2005	Aliens of the Deep
2005	Alone in the Dark
2005	The Amityville Horror
2005	Are We There Yet?
2005	The Aristocrats
2005	Assault on Precinct 13
2005	 Bad News Bears
2005	The Ballad of Jack and Rose
2005	Batman Begins
2005	The Baxter
2005	Be Cool
2005	Beauty Shop
2005	Because of Winn-Dixie
2005	Bee Season
2005	Bewitched
2005	Bigger Than the Sky
2005	Boogeyman
2005	Brick
2005	Brokeback Mountain
2005	Broken Flowers
2005	The Brothers Grimm
2005	Capote
2005	Casanova
2005	The Cave
2005	Charlie and the Chocolate Factory
2005	Cheaper by the Dozen 2
2005	Chicken Little
2005	The Chronicles of Narnia: The Lion, the Witch and the Wardrobe
2005	The Chumscrubber
2005	Cinderella Man
2005	Coach Carter
2005	Constantine
2005	Corpse Bride
2005	The Crow: Wicked Prayer
2005	Cruel World
2005	Cry_Wolf
2005	Cursed
2005	 Daltry Calhoun
2005	Dark Water
2005	Deuce Bigalow: European Gigolo
2005	Derailed
2005	The Derby Stallion
2005	The Devil's Rejects
2005	Diary of a Mad Black Woman
2005	Dirty Love
2005	Dominion: Prequel to the Exorcist
2005	Domino
2005	Don't Come Knocking
2005	Doom
2005	Dreamer
2005	The Dukes of Hazzard
2005	Duma
2005	The Dying Gaul
2005	 Elektra
2005	Elizabethtown
2005	Enron: The Smartest Guys in the Room
2005	Everything Is Illuminated
2005	The Exorcism of Emily Rose
2005	 The Family Stone
2005	Fantastic Four
2005	Favela Rising
2005	Fever Pitch
2005	First Descent
2005	Flightplan
2005	The Fog
2005	Forty Shades of Blue
2005	Four Brothers
2005	Frankenstein vs. the Creature from Blood Cove
2005	Fun with Dick and Jane
2005	 The Game of Their Lives
2005	Get Rich or Die Tryin'
2005	Getting Played
2005	Goal!
2005	The Gospel
2005	Good Night, and Good Luck
2005	The Great Raid
2005	The Greatest Game Ever Played
2005	Green Street
2005	Grizzly Man
2005	Guess Who
2005	 Happy Endings
2005	Harry Potter and the Goblet of Fire
2005	Her Minor Thing
2005	Herbie: Fully Loaded
2005	Hide and Seek
2005	A History of Violence
2005	Hitch
2005	The Hitchhiker's Guide to the Galaxy
2005	The Honeymooners
2005	Hoodwinked!
2005	Hostage
2005	Hostel
2005	House of D
2005	House of Wax
2005	Hustle & Flow
2005	 The Ice Harvest
2005	Ice Princess
2005	In Her Shoes
2005	In the Mix
2005	Inside Deep Throat
2005	Intermedio
2005	The Interpreter
2005	Into the Blue
2005	The Island
2005	 The Jacket
2005	Jarhead
2005	Junebug
2005	Just Friends
2005	Just Like Heaven
2005	 Kicking & Screaming
2005	Kids in America
2005	King Kong
2005	King's Ransom
2005	Kingdom of Heaven
2005	Kiss Kiss Bang Bang
2005	 The L.A. Riot Spectacular
2005	Land of the Dead
2005	Lassie
2005	Last Days
2005	The League of Gentlemen's Apocalypse
2005	The Legend of Zorro
2005	Long Distance
2005	The Longest Yard
2005	Lord of War
2005	Lords of Dogtown
2005	The Lost City
2005	A Lot Like Love
2005	 Mad Hot Ballroom
2005	Madagascar
2005	The Man
2005	Man of the House
2005	Marilyn Hotchkiss' Ballroom Dancing and Charm School
2005	The Matador
2005	Match Point
2005	Me and You and Everyone We Know
2005	Memoirs of a Geisha
2005	MirrorMask
2005	Miss Congeniality 2: Armed and Fabulous
2005	Monster-in-Law
2005	The Mostly Unfabulous Social Life of Ethan Green
2005	Mr. & Mrs. Smith
2005	Mrs. Palfrey at the Claremont
2005	Munich
2005	Murderball
2005	Must Love Dogs
2005	 Nanny McPhee
2005	Never Been Thawed
2005	The New World
2005	Neverwas
2005	New York Doll
2005	Nine Lives
2005	No Direction Home
2005	North Country
2005	 Our Very Own
2005	 The Pacifier
2005	The Perfect Man
2005	Pooh's Heffalump Movie
2005	Popstar
2005	Pretty Persuasion
2005	Prime
2005	The Prize Winner of Defiance, Ohio
2005	The Producers
2005	Proof
2005	 Racing Stripes
2005	Rebound
2005	Red Eye
2005	Rent
2005	The Ring Two
2005	The Ringer
2005	Rize
2005	Robots
2005	Roll Bounce
2005	Rumor Has It...
2005	 Sahara
2005	Sarah Silverman: Jesus Is Magic
2005	Saw II
2005	Serenity
2005	Shadowboxer
2005	Shopgirl
2005	Sin City
2005	The Sisterhood of the Traveling Pants
2005	The Sisters
2005	The Skeleton Key
2005	Sky High
2005	Smile
2005	Son of the Mask
2005	A Sound of Thunder
2005	The Squid and the Whale
2005	Star Wars Episode III: Revenge of the Sith
2005	Stay
2005	Stealth
2005	Street Fight
2005	Supercross
2005	Syriana
2005	 The Thing About My Folks
2005	The Three Burials of Melquiades Estrada
2005	Thru the Moebius Strip
2005	Thumbsucker
2005	Traci Townsend
2005	Transamerica
2005	Transporter 2
2005	Two for the Money
2005	 Underclassman
2005	Undiscovered
2005	An Unfinished Life
2005	The Upside of Anger
2005	 Venom
2005	 Waiting...
2005	Walk the Line
2005	War of the Worlds
2005	The War Within
2005	The Weather Man
2005	Wedding Crashers
2005	The Wedding Date
2005	Where the Truth Lies
2005	White Noise
2005	Why We Fight
2005	The World's Fastest Indian
2005	 xXx: State of the Union
2005	 Yours, Mine and Ours
2005	 Zathura
2006	 .45
2006	10 Items or Less
2006	10th & Wolf
2006	16 Blocks
2006	29 Reasons to Run
2006	The 8th Plague
2006	9/Tenths
2006	 a/k/a Tommy Chong
2006	Abominable
2006	Accepted
2006	After...
2006	Air Guitar Nation
2006	Akeelah and the Bee
2006	Al Franken: God Spoke
2006	The Alibi
2006	All the King's Men
2006	Alone with Her
2006	Amazing Grace
2006	America: Freedom to Fascism
2006	American Blackout
2006	American Dreamz
2006	American Hardcore
2006	Analog Days
2006	Andy Warhol: A Documentary Film
2006	Annapolis
2006	Another Gay Movie
2006	The Ant Bully
2006	Apocalypto
2006	Aquamarine
2006	The Architect
2006	Art School Confidential
2006	Artie Lange's Beer League
2006	As You Like It
2006	Asian Stories
2006	Ask the Dust
2006	The Astronaut Farmer
2006	ATL
2006	Automaton Transfusion
2006	Automatons
2006	Awesome; I Fuckin' Shot That!
2006	 Babel
2006	Bambi II
2006	Barnyard
2006	Basic Instinct 2
2006	The Beach Party at the Threshold of Hell
2006	Beerfest
2006	Behind the Mask: The Rise of Leslie Vernon
2006	Bella
2006	The Benchwarmers
2006	Beyond Conviction
2006	Bickford Shmeckler's Cool Ideas
2006	The Big Bad Swim
2006	Big Bad Wolf
2006	Big Dreams Little Tokyo
2006	Big Momma's House 2
2006	Black Christmas
2006	The Black Dahlia
2006	Black Gold
2006	Blind Dating
2006	Blood Diamond
2006	Blood Tea and Red String
2006	Bloody Mary
2006	Bobby
2006	Borat! Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
2006	Bordertown
2006	Brand Upon the Brain!
2006	Breaking and Entering
2006	The Break-Up
2006	The Breed
2006	The Bridge
2006	Broken Bridges
2006	Busgirl
2006	 Caffeine
2006	Cars
2006	Casino Royale
2006	Catch a Fire
2006	The Cats of Mirikitani
2006	Chalk
2006	Charlotte's Web
2006	Chasing the Horizon
2006	Children of Men
2006	Christmas at Maxwell's
2006	Church Ball
2006	Civic Duty
2006	Clear Cut: The Story of Philomath, Oregon
2006	Clerks II
2006	Click
2006	Cocaine Cowboys
2006	Coffee Date
2006	Color of the Cross
2006	Come Early Morning
2006	The Contract
2006	Copying Beethoven
2006	The Covenant
2006	Crank
2006	Crossover
2006	Crude Impact
2006	Curious George
